episode,map_name,start_edge,goal_edge,success,total_time,route_length,total_distance,final_edge,num_steps,arrival_success,heuristic_used,total_nodes_expanded,max_frontier_size,final_heuristic_cost,final_total_cost,search_depth,num_edges_visited
47,CP2,995793692#1,686792698#0,1,158.0,50,1706.9399999999998,-686792698#1,158,True,straight_line,127,36,0.0,1706.9399999999998,50,161
48,CP2,-1072922044#2,38699591#6,1,227.0,54,2683.9899999999993,-717454378,227,True,straight_line,354,60,0.0,2683.9899999999993,54,414
49,CP2,31056644#0,23133600#3,1,247.0,63,2183.4,23133600#2,247,True,straight_line,283,45,0.0,2183.4,63,326
50,CP2,-561672577#0,24584380#1,1,260.0,81,3056.2399999999993,:9794237533_0,260,True,straight_line,495,89,0.0,3056.2399999999993,81,582
51,CP2,-164675827#2,1153925787#0,1,91.0,26,948.7,-1153925787#0,91,True,straight_line,88,12,0.0,948.7,26,97
52,CP2,1202691839#0,80926764#6,1,135.0,77,1843.5500000000006,-80926764#6,135,True,straight_line,153,30,0.0,1843.5500000000006,77,182
53,CP2,700293876#1,-577982260#4,1,138.0,70,1615.7400000000005,-577982260#5,138,True,straight_line,217,43,0.0,1615.7400000000005,70,258
54,CP2,1386086511#0,-24584392#5,1,149.0,35,1305.57,-1122257058,149,True,straight_line,119,34,0.0,1305.57,35,150
55,CP2,74851423#2,686925959,1,188.0,55,2463.579999999999,80926759#4,188,True,straight_line,484,62,0.0,2463.579999999999,55,538
56,CP2,-686847276#1,24584378#1,1,309.0,53,2264.28,:9794237534_4,309,True,straight_line,233,35,0.0,2264.28,53,266
57,CP2,24583491#0,-24583587#0,1,105.0,31,1291.0,-24583587#1,105,True,straight_line,148,30,0.0,1291.0,31,176
58,CP2,561672577#0,23133709#3,1,128.0,38,1305.3400000000001,23133709#2,128,True,straight_line,90,22,0.0,1305.3400000000001,38,110
59,CP2,563679821#1,169081336#0,1,174.0,49,1984.7600000000002,80926788#3,174,True,straight_line,224,37,0.0,1984.7600000000002,49,259
60,CP2,-103176785#2,-80418094#0,1,203.0,51,2149.19,993539965#1,203,True,straight_line,357,41,0.0,2149.19,51,397
61,CP2,-1074774615#0,775258786#3,1,50.0,9,376.7199999999999,:7232925569_3,50,True,straight_line,12,7,0.0,376.7199999999999,9,18
62,CP2,700293880#2,612734124#2,1,163.0,46,1611.9000000000003,612734124#1,163,True,straight_line,229,38,0.0,1611.9000000000003,46,268
63,CP2,-700305758#2,-1145143266#5,1,55.0,18,299.66999999999996,1145143266#4,55,True,straight_line,28,16,0.0,299.66999999999996,18,42
64,CP2,700293880#0,80429849#7,1,110.0,22,1849.7499999999995,80429849#6,110,True,straight_line,143,22,0.0,1849.7499999999995,22,164
65,CP2,-1253487122,1306148229#3,1,270.0,73,3079.73,1306148229#2,270,True,straight_line,631,79,0.0,3079.73,73,708
66,CP2,-1153925787#4,562340243,1,101.0,25,778.8399999999999,562340247#5,101,True,straight_line,40,11,0.0,778.8399999999999,25,48
67,CP2,562340248#0,-24582918#3,1,62.0,37,944.7800000000001,578543603#2,62,True,straight_line,65,13,0.0,944.7800000000001,37,76
68,CP2,1277941999#1,24577106#3,1,103.0,71,1382.5000000000005,-24577106#3,103,True,straight_line,73,21,0.0,1382.5000000000005,71,92
69,CP2,-553590482#0,700293874#0,1,22.0,6,110.87,:10255323281_1,22,True,straight_line,7,7,0.0,110.87,6,12
70,CP2,1122215531#1,-370672194#12,1,207.0,85,2731.609999999999,370672194#12,207,True,straight_line,380,63,0.0,2731.609999999999,85,442
71,CP2,23133600#6,423618440#1,1,203.0,25,1893.8799999999999,:9843268854_0,203,True,straight_line,38,15,0.0,1893.8799999999999,25,51
72,CP2,-267447262#9,-74851423#1,1,292.0,51,2290.150000000001,74851423#1,292,True,straight_line,134,26,0.0,2290.150000000001,51,161
73,CP2,998790358#14,24584392#0,1,211.0,87,2485.0200000000004,-24584392#0,211,True,straight_line,194,41,0.0,2485.0200000000004,87,235
74,CP2,-164786644#2,-38235302#1,1,205.0,57,2449.2500000000005,-38235302#2,205,True,straight_line,219,52,0.0,2449.2500000000005,57,269
75,CP2,-80418094#1,24583332#6,1,199.0,43,1848.9699999999998,24583332#5,199,True,straight_line,91,21,0.0,1848.9699999999998,43,110
76,CP2,-370765179#3,-371342951#2,1,190.0,67,2313.64,-371342951#3,190,True,straight_line,197,43,0.0,2313.64,67,237
77,CP2,-1184932071#2,24584374#1,1,116.0,35,941.13,:10262310971_1,116,True,straight_line,71,30,0.0,941.13,35,99
78,CP2,-370765175#1,720546573#2,1,56.0,34,683.94,720546573#1,56,True,straight_line,103,15,0.0,683.94,34,117
79,CP2,686685084#0,-123401419#0,1,151.0,40,1608.8300000000002,123401419#0,151,True,straight_line,106,29,0.0,1608.8300000000002,40,133
80,CP2,-38235351#1,291266017#5,1,206.0,45,2164.2400000000007,291266017#4,206,True,straight_line,121,28,0.0,2164.2400000000007,45,148
81,CP2,-311994764#1,-24582921#4,1,146.0,44,2245.2200000000003,-24582921#5,146,True,straight_line,227,42,0.0,2245.2200000000003,44,268
82,CP2,80414533#4,24582919#0,1,156.0,37,2111.7300000000005,1374634869#0,156,True,straight_line,92,21,0.0,2111.7300000000005,37,111
83,CP2,125453679#5,563791813,1,207.0,69,2691.6199999999994,995793692#6,207,True,straight_line,702,63,0.0,2691.6199999999994,69,747
84,CP2,578543603#5,-289747210#0,1,90.0,17,1627.9199999999998,289747210#0,90,True,straight_line,161,37,0.0,1627.9199999999998,17,195
85,CP2,-1310427872#0,1145143266#11,1,133.0,26,1285.0000000000002,:395135071_0,133,True,straight_line,53,37,0.0,1285.0000000000002,26,88
86,CP2,1122215531#2,1253487631#1,1,75.0,15,616.6300000000001,-1253487631#1,75,True,straight_line,39,17,0.0,616.6300000000001,15,54
87,CP2,423618425#0,293153145#1,1,167.0,33,1233.23,-293153145#1,167,True,straight_line,82,20,0.0,1233.23,33,100
88,CP2,998790352#1,-154356520#4,1,103.0,41,1784.4000000000003,-154356520#5,103,True,straight_line,342,44,0.0,1784.4000000000003,41,375
89,CP2,686771927#1,-488544864#3,1,213.0,55,2730.1099999999997,-24584374#2,213,True,straight_line,212,56,0.0,2730.1099999999997,55,266
90,CP2,-24584392#5,1185928009,1,171.0,39,1603.85,-1185928009,171,True,straight_line,76,30,0.0,1603.85,39,102
91,CP2,1122215529#0,-686771927#1,1,188.0,46,2749.1600000000003,686771927#1,188,True,straight_line,281,52,0.0,2749.1600000000003,46,328
92,CP2,-423618433#2,758753899#3,1,183.0,46,2313.95,758753899#2,183,True,straight_line,227,35,0.0,2313.95,46,261
93,CP2,116046167#2,686792698#2,1,228.0,58,2011.19,-686792698#2,228,True,straight_line,150,48,0.0,2011.19,58,196
94,CP2,24577096#7,-1122274850,1,184.0,37,1810.5500000000004,-675478334#6,184,True,straight_line,140,24,0.0,1810.5500000000004,37,162
95,CP2,998790359,615556515#0,1,91.0,45,1497.61,:9884398738_0,91,True,straight_line,167,33,0.0,1497.61,45,198
96,CP2,995792406#5,763520419#1,1,214.0,68,2523.550000000001,23134746#1,214,True,straight_line,647,42,0.0,2523.550000000001,68,687
97,CP2,656933877#9,-24584373#10,1,224.0,78,2875.1499999999987,:562591570_3,224,True,straight_line,254,52,0.0,2875.1499999999987,78,304
98,CP2,1306141818#1,-370672194#5,1,150.0,39,2097.7899999999995,-370672194#6,150,True,straight_line,239,49,0.0,2097.7899999999995,39,279
99,CP2,1076782194#2,-1145143266#7,1,218.0,62,2692.18,-1145143266#9,218,True,straight_line,237,47,0.0,2692.18,62,282
