episode,map_name,start_edge,goal_edge,success,total_time,route_length,total_distance,final_edge,num_steps,arrival_success,heuristic_used,total_nodes_expanded,max_frontier_size,final_heuristic_cost,final_total_cost,search_depth,num_edges_visited
51,Safdarjung,-1307402760,111218029#4,1,0,21,756.92,,0,False,straight_line,49,32,0.0,756.92,21,79
52,Safdarjung,111218029#13,686646774#0,1,0,22,1011.0800000000003,,0,False,straight_line,50,22,0.0,1011.0800000000003,22,70
53,Safdarjung,579272354#0,-292027013#1,1,0,33,1290.06,,0,False,straight_line,50,36,0.0,1290.06,33,84
54,Safdarjung,1185258350,-292023820,1,0,19,724.32,,0,False,straight_line,30,26,0.0,724.32,19,54
55,Safdarjung,605698328#5,567831194#0,1,0,30,1564.2000000000003,,0,False,straight_line,273,51,0.0,1564.2000000000003,30,311
56,Safdarjung,-292027344,292023781#5,1,0,17,488.11999999999995,,0,False,straight_line,58,22,0.0,488.11999999999995,17,79
57,Safdarjung,235103533#3,-291877474#2,1,0,17,832.0099999999999,,0,False,straight_line,104,35,0.0,832.0099999999999,17,137
58,Safdarjung,29534879#1,1306323162,1,0,32,1602.9599999999998,,0,False,straight_line,85,44,0.0,1602.9599999999998,32,128
59,Safdarjung,-1076248781#1,-44680205#9,1,0,49,1822.7999999999997,,0,False,straight_line,117,50,0.0,1822.7999999999997,49,165
60,Safdarjung,-111218035#0,682964522#3,1,0,2,159.3,,0,False,straight_line,3,5,0.0,159.3,2,6
61,Safdarjung,-292027393#2,-1190347818,1,0,44,1527.09,,0,False,straight_line,120,52,0.0,1527.09,44,170
62,Safdarjung,579272357#1,686638461#0,1,0,11,620.11,,0,False,straight_line,24,10,0.0,620.11,11,32
63,Safdarjung,-1239066197,1185258350,1,0,18,861.02,,0,False,straight_line,41,24,0.0,861.02,18,64
64,Safdarjung,-1211234342#0,292027394#2,1,0,43,1673.3200000000002,,0,False,straight_line,108,36,0.0,1673.3200000000002,43,144
65,Safdarjung,1184582302,1307402759,1,0,27,1020.84,,0,False,straight_line,115,34,0.0,1020.84,27,142
66,Safdarjung,-292025665,567831194#3,1,0,12,640.87,,0,False,straight_line,45,20,0.0,640.87,12,63
67,Safdarjung,-776773435,-292024872#3,1,0,23,942.3100000000001,,0,False,straight_line,60,24,0.0,942.3100000000001,23,82
68,Safdarjung,1246774349,292027010#4,1,0,10,264.86,,0,False,straight_line,15,15,0.0,264.86,10,28
69,Safdarjung,-292024648#0,-44680203#12,1,0,27,1210.96,,0,False,straight_line,86,27,0.0,1210.96,27,107
70,Safdarjung,994832896,292024648#0,1,0,22,858.13,,0,False,straight_line,152,40,0.0,858.13,22,184
71,Safdarjung,1076248781#1,1239051719,1,0,13,632.23,,0,False,straight_line,14,14,0.0,632.23,13,26
72,Safdarjung,-164802157#5,-292024882#0,1,0,34,1382.85,,0,False,straight_line,74,48,0.0,1382.85,34,120
73,Safdarjung,-44680203#9,189304970#2,1,0,12,179.16,,0,False,straight_line,16,12,0.0,179.16,12,26
74,Safdarjung,-292024873#1,-292024876#2,1,0,3,48.010000000000005,,0,False,straight_line,4,5,0.0,48.010000000000005,3,7
75,Safdarjung,-1211234343,292023764#3,1,0,22,1047.6699999999998,,0,False,straight_line,98,28,0.0,1047.6699999999998,22,124
76,Safdarjung,-292024872#6,605696842#1,1,0,33,1632.3899999999996,,0,False,straight_line,99,45,0.0,1632.3899999999996,33,144
77,Safdarjung,46108379#5,-1237997084,1,0,35,1191.33,,0,False,straight_line,94,36,0.0,1191.33,35,128
78,Safdarjung,-292024877#1,292024704#0,1,0,26,1154.1399999999999,,0,False,straight_line,55,30,0.0,1154.1399999999999,26,86
79,Safdarjung,-292024663#0,-189304970#3,1,0,33,1127.1200000000001,,0,False,straight_line,73,25,0.0,1127.1200000000001,33,96
80,Safdarjung,1184126821,36326989#0,1,0,3,128.65,,0,False,straight_line,5,5,0.0,128.65,3,8
81,Safdarjung,423755579#3,-292024648#4,1,0,26,1161.69,,0,False,straight_line,37,20,0.0,1161.69,26,55
82,Safdarjung,-1246781006#0,111218029#1,1,0,14,1056.93,,0,False,straight_line,31,16,0.0,1056.93,14,46
83,Safdarjung,-924403692,1184615056,1,0,25,671.56,,0,False,straight_line,28,23,0.0,671.56,25,50
84,Safdarjung,292027010#0,292024872#1,1,0,17,764.13,,0,False,straight_line,51,23,0.0,764.13,17,72
85,Safdarjung,-686651418#0,-46108373#7,1,0,24,749.52,,0,False,straight_line,35,23,0.0,749.52,24,56
86,Safdarjung,46108379#9,-292025667#0,1,0,14,496.97,,0,False,straight_line,25,19,0.0,496.97,14,42
87,Safdarjung,-292023781#5,1136644106#0,1,0,30,925.6099999999998,,0,False,straight_line,122,38,0.0,925.6099999999998,30,154
88,Safdarjung,-776771535#1,-292027344,1,0,11,395.86,,0,False,straight_line,12,17,0.0,395.86,11,27
89,Safdarjung,-292025078#1,682844000#1,1,0,41,1636.0900000000001,,0,False,straight_line,232,55,0.0,1636.0900000000001,41,279
90,Safdarjung,1080439108,46108379#8,1,0,28,923.2500000000003,,0,False,straight_line,54,29,0.0,923.2500000000003,28,83
91,Safdarjung,1306326479#1,-1185237194#2,1,0,6,150.73000000000002,,0,False,straight_line,11,11,0.0,150.73000000000002,6,21
92,Safdarjung,997648749#5,44716380#4,1,0,27,838.3400000000001,,0,False,straight_line,87,27,0.0,838.3400000000001,27,110
93,Safdarjung,46108375#1,-292023488#1,1,0,15,398.05999999999995,,0,False,straight_line,16,21,0.0,398.05999999999995,15,35
94,Safdarjung,1185227773,-292024872#6,1,0,24,946.2700000000001,,0,False,straight_line,50,19,0.0,946.2700000000001,24,68
95,Safdarjung,-686646774#1,-1190516864,1,0,23,602.36,,0,False,straight_line,30,25,0.0,602.36,23,53
96,Safdarjung,-605696841#1,80515444#5,1,0,47,2500.5999999999995,,0,False,straight_line,545,75,0.0,2500.5999999999995,47,560
97,Safdarjung,-292025665,35152830#1-AddedOffRampEdge,1,0,13,1406.38,,0,False,straight_line,271,31,0.0,1406.38,13,297
98,Safdarjung,111218029#2,1080512081#1,1,0,30,1051.3799999999999,,0,False,straight_line,70,36,0.0,1051.3799999999999,30,105
99,Safdarjung,686651418#0,994832901,1,0,14,560.0,,0,False,straight_line,16,15,0.0,560.0,14,29
