episode,map_name,start_edge,goal_edge,success,total_time,route_length,total_distance,final_edge,num_steps,arrival_success,nodes_expanded,search_depth
72,ChandniChowk,1377217246#1,44141522#3,1,0,25,1068.32,,0,False,482,25
73,ChandniChowk,-320348721#3,-48533153#3,1,0,43,1820.15,,0,False,529,43
74,ChandniChowk,991702391#0,320348713#1,1,0,15,927.5699999999999,,0,False,339,15
75,ChandniChowk,-82946148#0,127661012#10,1,0,32,1234.63,,0,False,536,32
76,ChandniChowk,-260320118,-44141299#1,1,0,20,617.68,,0,False,281,20
77,ChandniChowk,-693912719#6,264592551#0,1,0,37,1088.2400000000002,,0,False,380,37
78,ChandniChowk,-44141299#4,-44141146#6,1,0,11,237.04999999999995,,0,False,58,11
79,ChandniChowk,-127661018#0,293420649#1,1,0,21,1117.7399999999998,,0,False,367,21
80,ChandniChowk,-44141299#2,77617205#7,1,0,9,549.3299999999999,,0,False,179,9
81,ChandniChowk,696306282#0,-1364873685#0,1,0,23,611.0300000000001,,0,False,170,23
82,ChandniChowk,-44141435#5,320348726#0,1,0,8,666.8,,0,False,165,8
83,ChandniChowk,-423608341,-264592548#8,1,0,28,746.3100000000001,,0,False,341,28
84,ChandniChowk,80940694#0,253134120#2,1,0,21,898.3900000000001,,0,False,374,21
85,ChandniChowk,1076266783#0,48533127#0,1,0,29,1018.7300000000004,,0,False,277,29
86,ChandniChowk,48533153#4,-320348717#10,1,0,27,964.5199999999999,,0,False,309,27
87,ChandniChowk,-169826205#3,-82946139#1,1,0,37,1146.69,,0,False,296,37
88,ChandniChowk,-82946100#1,1076057774,1,0,26,1446.79,,0,False,580,26
89,ChandniChowk,44141517#2,360271994#0,1,0,24,1006.08,,0,False,359,24
90,ChandniChowk,82946119#4,-169826220#0,1,0,15,876.71,,0,False,450,15
91,ChandniChowk,-798855531#2,-693912721#0,1,0,15,531.8299999999999,,0,False,205,15
92,ChandniChowk,696306283#1,-44141545#10,1,0,12,368.0700000000001,,0,False,75,12
93,ChandniChowk,-320348716#1,1070560845#0,1,0,13,889.73,,0,False,164,13
94,ChandniChowk,-82946096#3,-48532953#1,1,0,36,761.5100000000002,,0,False,356,36
95,ChandniChowk,-44141529#1,798855524#2,1,0,20,906.51,,0,False,329,20
96,ChandniChowk,1041351325,720102664#1,1,0,43,1465.3500000000001,,0,False,528,43
97,ChandniChowk,169826205#4,-1080170955,1,0,6,507.24999999999994,,0,False,64,6
98,ChandniChowk,991702391#6,693912717#0,1,0,13,633.58,,0,False,124,13
