episode,map_name,start_edge,goal_edge,success,total_time,route_length,total_distance,final_edge,num_steps,arrival_success,nodes_expanded,search_depth
0,RakabGanj,24584383#2,-1072963716#0,1,0,9,222.81,,0,False,23,9
1,RakabGanj,-371342951#2,-24584503#1,1,0,46,1926.4700000000003,,0,False,383,46
2,RakabGanj,24584504#2,24584414#0,1,0,15,492.96000000000004,,0,False,35,15
3,RakabGanj,700305760#0,-1271156421#2,1,0,24,1207.13,,0,False,393,24
4,RakabGanj,1073010466,-1072978656#0,1,0,27,1446.7799999999997,,0,False,199,27
5,RakabGanj,-24584418#3,138947059#1,1,0,7,384.5,,0,False,57,7
6,RakabGanj,-1072963716#0,-24584420#0,1,0,10,525.2399999999999,,0,False,82,10
7,RakabGanj,24584385#0,24583487#11,1,0,24,932.31,,0,False,289,24
8,RakabGanj,-24584420#1,24584377#2,1,0,22,1019.1500000000001,,0,False,222,22
9,RakabGanj,48964551,-1060463406#1,1,0,23,1264.07,,0,False,298,23
10,RakabGanj,447141151#7,24584420#1,1,0,24,990.67,,0,False,289,24
11,RakabGanj,-80926770,-24584383#4,1,0,15,906.98,,0,False,212,15
12,RakabGanj,80926764#4,-80926781#1,1,0,15,1322.9099999999999,,0,False,377,15
13,RakabGanj,-1250154743#0,-164786644#0,1,0,34,1669.7600000000004,,0,False,462,34
14,RakabGanj,611866595#0,24584378#7,1,0,16,896.8699999999999,,0,False,226,16
15,RakabGanj,447141155#0,24584503#2,1,0,14,888.2200000000001,,0,False,178,14
16,RakabGanj,24583332#4,80926778#10,1,0,14,1095.97,,0,False,343,14
17,RakabGanj,1066625119#0,24583487#8,1,0,54,1929.2500000000002,,0,False,450,54
18,RakabGanj,581245359,24584380#9,1,0,9,663.85,,0,False,124,9
19,RakabGanj,665150699#0,24584375#10,1,0,19,839.8300000000002,,0,False,224,19
20,RakabGanj,24584420#6,-1122026496#0,1,0,28,1684.4699999999998,,0,False,485,28
21,RakabGanj,-24584420#8,-686834805#0,1,0,29,1328.79,,0,False,349,29
22,RakabGanj,-1122257058,-24584507#1,1,0,30,1476.67,,0,False,488,30
23,RakabGanj,-1271156413#1,-675478334#4,1,0,11,753.6899999999999,,0,False,188,11
24,RakabGanj,24584381#8,1066625120#4,1,0,22,1508.64,,0,False,453,22
25,RakabGanj,1064518284,-24584421#0,1,0,28,1147.51,,0,False,256,28
26,RakabGanj,-24584512#0,752137329#1,1,0,21,1451.32,,0,False,260,21
27,RakabGanj,24584384#5,24584380#1,1,0,7,334.46,,0,False,51,7
28,RakabGanj,-24584383#0,24584503#1,1,0,27,1294.4,,0,False,527,27
29,RakabGanj,-24584381#17,1072960945#1,1,0,27,1053.28,,0,False,366,27
30,RakabGanj,994825990#1,24584383#4,1,0,19,506.49,,0,False,47,19
31,RakabGanj,24583488#3,24584416#1,1,0,32,1373.3700000000001,,0,False,340,32
32,RakabGanj,611866592#1,44188368#1,1,0,24,1123.66,,0,False,369,24
33,RakabGanj,-24584420#9,-1072978656#2,1,0,19,956.8799999999999,,0,False,218,19
34,RakabGanj,-686834805#5,-612734122,1,0,43,2013.1800000000003,,0,False,541,43
35,RakabGanj,-24584416#3,763520419#0,1,0,30,1234.01,,0,False,299,30
36,RakabGanj,686685084#0,-80926768#2,1,0,7,605.61,,0,False,70,7
37,RakabGanj,24584388#1,1072978660#1,1,0,43,1571.6300000000003,,0,False,523,43
38,RakabGanj,717907817#0,1183653757#1,1,0,67,2405.45,,0,False,535,67
39,RakabGanj,-24584511#8,-24584512#0,1,0,7,165.79000000000002,,0,False,16,7
40,RakabGanj,24583489#1,-44277694#4,1,0,18,991.7,,0,False,209,18
41,RakabGanj,24584375#6,714990513#2,1,0,22,687.3300000000002,,0,False,217,22
42,RakabGanj,1072960944#1,-24584424#5,1,0,15,1063.79,,0,False,107,15
43,RakabGanj,997761553,164786644#3,1,0,16,716.6499999999999,,0,False,100,16
44,RakabGanj,-1183653758,-1122028504#0,1,0,14,566.6,,0,False,66,14
45,RakabGanj,-1271156421#4,24584381#17,1,0,8,421.43999999999994,,0,False,68,8
46,RakabGanj,447141138#0,1122215528#0,1,0,42,1376.67,,0,False,383,42
47,RakabGanj,-1122215537,1072960946#2,1,0,33,1414.9500000000003,,0,False,417,33
48,RakabGanj,997761552#1,24583327#8,1,0,12,378.39,,0,False,58,12
49,RakabGanj,80926778#1,612734126#2,1,0,38,1783.0400000000002,,0,False,486,38
50,RakabGanj,-1072960938,24584424#4,1,0,10,448.93,,0,False,71,10
51,RakabGanj,24584415#0,24583332#4,1,0,33,1489.6599999999999,,0,False,386,33
52,RakabGanj,-24584512#0,24584384#0,1,0,31,1372.07,,0,False,243,31
53,RakabGanj,-1271156421#5,1122220358#0,1,0,45,1865.6200000000003,,0,False,519,45
54,RakabGanj,1122230047#1,80678182#2,1,0,38,1611.63,,0,False,302,38
55,RakabGanj,686685084#0,-581245361,1,0,37,1433.7900000000002,,0,False,472,37
56,RakabGanj,1292286060#0,-24584409#3,1,0,35,1206.2400000000005,,0,False,387,35
57,RakabGanj,717907814#7,675478334#5,1,0,18,985.1600000000002,,0,False,182,18
58,RakabGanj,-675478334#5,24584383#3,1,0,8,208.57,,0,False,27,8
59,RakabGanj,24584379,-24584383#2,1,0,33,1189.0500000000004,,0,False,269,33
60,RakabGanj,278577243#0,24583332#7,1,0,22,1407.54,,0,False,372,22
61,RakabGanj,44188368#2,24583327#9,1,0,58,2494.7699999999995,,0,False,492,58
62,RakabGanj,-1060463404#1,-80926778#1,1,0,7,719.5899999999999,,0,False,86,7
63,RakabGanj,-1072960944#1,749606303#1,1,0,21,1494.9199999999998,,0,False,219,21
64,RakabGanj,686696454#0,581245363#0,1,0,7,641.92,,0,False,200,7
65,RakabGanj,-686685084#2,-1122220361,1,0,24,934.5,,0,False,180,24
66,RakabGanj,686685084#2,778199266#3,1,0,25,1163.1599999999999,,0,False,324,25
67,RakabGanj,-1183653755,1271156421#1,1,0,15,641.68,,0,False,86,15
68,RakabGanj,-1122220358#1,278577243#1,1,0,35,1762.3700000000001,,0,False,497,35
69,RakabGanj,278577243#3,-24583489#5,1,0,31,1404.51,,0,False,483,31
70,RakabGanj,1271156412#0,24583487#6,1,0,45,1870.7700000000002,,0,False,514,45
71,RakabGanj,-24584511#8,675478334#8,1,0,28,1486.36,,0,False,210,28
72,RakabGanj,111695524#0,-24584422#0,1,0,18,1002.99,,0,False,158,18
73,RakabGanj,24583335#0,24584503#2,1,0,41,1811.7600000000002,,0,False,508,41
74,RakabGanj,-24584412,-80926764#5,1,0,28,1038.4899999999998,,0,False,284,28
75,RakabGanj,997761552#0,24584385#2,1,0,17,556.03,,0,False,73,17
76,RakabGanj,1122028504#1,24583321#0,1,0,13,591.6999999999999,,0,False,58,13
77,RakabGanj,-164786644#3,-24584503#2,1,0,50,2176.5600000000004,,0,False,392,50
78,RakabGanj,-80926768#4,24584377#2,1,0,22,1273.53,,0,False,303,22
79,RakabGanj,-24584421#0,-24584426#0,1,0,6,271.56,,0,False,36,6
80,RakabGanj,-1122220362#0,24584381#4,1,0,29,1116.31,,0,False,240,29
